filepath,label,group_id,clean_stem,ahash,dhash
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_164255 (Custom).jpg,Gall Midge,Gall Midge__g0338,IMG_20211106_164255,1111111111111111111110010000000100000001111110111111111111111111,0001111100001100101000011000011100011111000100110000000100000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_164440 (Custom).jpg,Die Back,Die Back__g0362,20211129_164440,1111111111111111111111100000000011000000111100001111100011111000,0000000000000000110000000110011100000011000000010000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_143159 (Custom).jpg,Sooty Mould,Sooty Mould__g0407,IMG_20211212_143159,1111111111110111100000010000000100000001100000111111111111111111,1111111010001111001101110111000101110011000101111001111011111011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162431 (Custom) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0184,20211011_162431,1111100011111000110000001110010011100000111000001111100011111001,0000000000000000000101100001100000001010100010000001001000000010
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_170321 (Custom).jpg,Gall Midge,Gall Midge__g0489,IMG_20211106_170321,0011111100011111100011111000011111000111111011111111011111111111,1101100001111000001111000001110010011100000011100010111100100100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_121224 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0041,IMG_20211106_121224,1110100011001100110001101100011011000110111001101111011011110000,0101100010011000100110000000110000011100100010001100110011100100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_150352 (Custom).jpg,Sooty Mould,Sooty Mould__g0487,IMG_20211212_150352,1111111111111110111000001000000010000000111000001111111111111111,0000000000000000000001110000000100001000000000110000001100000110
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_141335 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0315,IMG_20211106_141335,1111111111111111111111101000000000000001011111111111111111110000,0000000000000000000000000000000100110111101101000000100000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_165123 (Custom).jpg,Anthracnose,Anthracnose__g0451,IMG_20211011_165123,1111111111111111111111110000000110000001111101111111100000000000,1111000011100000001111000011111100000111100001100000000100010000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161419 (Custom) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0054,20211011_161419,1111100011111000111010001110100011100000111000001100101011011011,0000000000000000000110000101101111001011000011001001010010010110
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_162222 (Custom).jpg,Die Back,Die Back__g0177,20211129_162222,1111111111111111111111101111100011000000100000000001110001111000,0000000000000000000000001100000100001011001111000111000011000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_123508 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0262,IMG_20211107_123508,1111111111111111001111110000011100000000000000101000111111111111,0000001100000011111110011111111110000110000011100001110000010000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163630 (Custom).jpg,Gall Midge,Gall Midge__g0246,IMG_20211106_163630,1111111111111111111001111110000111100000111100001111100011111111,1100001010010001000111100000111100000111000000000000000000000001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211211_155505 (Custom).jpg,Sooty Mould,Sooty Mould__g0373,IMG_20211211_155505,1111011111100011111000111110001111000011110000111100011111100111,1110110011000110110011101000111010000110100011101100110011001100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162523(0) (Custom) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0210,20211011_162523(0),1111110011111000110110001100000011100000111000001110000011100000,1000000000000000100100000001100000001001000011000010100000101001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_163038 (Custom).jpg,Die Back,Die Back__g0262,20211129_163038,1111111011111110111111101100010011100000111110001111100011111000,0000000000000000001000000001110000000001000000010000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_162815 (Custom).jpg,Die Back,Die Back__g0240,20211129_162815,1111111011110010111101001110010011100000110010001100000011110000,0000000000000100000011000100100001001000000110000011000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_121705 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0046,20211109_121705,1111111111111001100000000000000000000000111110011111111111111100,0000000000001011000100000100000100000001000100110000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_121410 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0015,20211109_121410,1111111111111111100000010000000000000000000000000000000011100000,0000000000001110000001110111000001000000010100010000010000000011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211027_230019 (Custom).jpg,Die Back,Die Back__g0439,IMG_20211027_230019,1111111111110111111100111111011111100111111001110000111100000000,1110110011100100111001000110010001101100010011000101100000010000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_130101 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0466,IMG_20211107_130101,1110001111100011111000011110000111100001111000011110001111100011,0100111001001111010010110100111100001111000011110000111100000111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_130258 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0484,IMG_20211107_130258,0011111101111111100000010000000010000001111111111111111111111111,1111111111111111000111110011001100000111100111101111111111111111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211028_003128 (Custom).jpg,Die Back,Die Back__g0470,IMG_20211028_003128,0001100000111100001111001011111011011000110000001111111001111100,1111000011110000111100001010000010110000100000101110000011110000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161425 (Custom) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0057,20211011_161425,1111111111111110111001001110010010000000111000001010010001100100,0000000000000000010011001010100100101011001010010100100011001000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211028_002047 (Custom).jpg,Die Back,Die Back__g0440,IMG_20211028_002047,0001100000111000001100100110111001011110001111100011111001111110,1111000011110000111001101101100010110000101000001111000011110000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_160930 (Custom).jpg,Healthy,Healthy__g0345,20211231_160930,1111111111111111100000001000000010000000111100001111111111111110,0100000010000110000101110010000000001010100001010011000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161855 (Custom).jpg,Cutting Weevil,Cutting Weevil__g0107,20211011_161855,1111111011111110110011001110110011101000111010001110100000100000,1100000010001000000110001101100001010000110110000001100111001001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_145302 (Custom).jpg,Sooty Mould,Sooty Mould__g0459,IMG_20211212_145302,1111111111111001111000011000001100000011000111111111111111111111,0111100101100001100010110001111101111110011111110110011100111111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162015 (Custom) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0131,20211011_162015,1111111011111110111110001111000011100100011000000100100010011000,0100000011000000110000101001011010001101110001111001001001010011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162434 (Custom).jpg,Cutting Weevil,Cutting Weevil__g0188,20211011_162434,1111110011111000111100001110000011100000111100001110100001111000,1000000000000110000001000000110100101101010001111101001010010011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_125014 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0365,IMG_20211107_125014,1111111111110000111000001100000010000000111000001111111111111111,0011001101000011100000010000010000010110000001110000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211011_133430 (Custom).jpg,Anthracnose,Anthracnose__g0057,20211011_133430,1111111101111111000000010000000010000000111000001111100011111111,1000000011110000011111110000000100000000000000000000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161147 (Custom).jpg,Cutting Weevil,Cutting Weevil__g0030,20211011_161147,1111100011111000111110001111100011000000111000001100000011110000,0000000000000000010000000100000010000100000001110001011100000100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_142633 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0375,IMG_20211106_142633,1111111111111111111100111110011111000111100001001000000010011000,0000000000000000000001000000110100001101000011000001100000110001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163948 (Custom).jpg,Gall Midge,Gall Midge__g0293,IMG_20211106_163948,1111111111111101000000000000000010000111111111111111111111111111,0000001000001001000101110001011100011111001111100000100000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_161616 (Custom).jpg,Anthracnose,Anthracnose__g0327,IMG_20211011_161616,0011111100111111000111110000111110001111110011111100011101100111,0110010001100000011100000011100000011000000110001000110011001100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_161058 (Custom).jpg,Die Back,Die Back__g0080,20211129_161058,1111111011111100111111001101100011000000111000001111000011111000,0000000000000000110000000011000000001111000000110000001000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_141929 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0348,IMG_20211106_141929,1111110011111000111100001110000011100100110011101100111110011111,1000000010000010000001100100110000001000100110000001100000110000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_161840 (Custom).jpg,Healthy,Healthy__g0428,20211231_161840,1111111111111110111110001110000110000011000001110001110011111000,0000001011000000101000011100001100001111001111000111000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211211_155021 (Custom).jpg,Sooty Mould,Sooty Mould__g0360,IMG_20211211_155021,1111100011111000111100001111000011110000111100001111000011111000,1111000111100011111000101100011011000100111001001110001011110011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_125922 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0445,IMG_20211107_125922,1111111111111111111111110000001110000000100000001100000011110000,1111111111111111101111110001111100110111001101101000011111000011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163132 (Custom).jpg,Gall Midge,Gall Midge__g0213,IMG_20211106_163132,1111001111000011000000110000011100011111001111111111111111111111,0000011100000110000011111011111001111111111001101000011000000001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_122206 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0143,20211109_122206,1111111100000000000000000000000000000001111111111111111111111111,0000001100000111000001110100000100001111000000000000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211027_193633 (Custom).jpg,Die Back,Die Back__g0406,IMG_20211027_193633,1111100011111100111101001110110011101100110010000001000000000000,0000000010000000000010000100100010011000001100000110000011000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_153330 (Custom).jpg,Anthracnose,Anthracnose__g0271,IMG_20211011_153330,1111111111111111111110011100000110000011000011110011111100011111,1011101011001101111000011000011100011110001111001111100011111100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211027_194758 (Custom).jpg,Die Back,Die Back__g0425,IMG_20211027_194758,1111100011110100111011001110111011011110110111001001100000000000,1100000011101100110010001101100010010000001100000010000010100000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161855 (Custom) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0107,20211011_161855,1111111011111110110011001110110011101000111010001110100000100000,1100000010001000000110001101100001010000110110000001100111001001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_122305 (Custom).jpg,Sooty Mould,Sooty Mould__g0120,IMG_20211108_122305,1111111011111100100100000000000100000001000000110000001100000111,0000010000001000001000111110001110010111000111110101111101011111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_162528 (Custom).jpg,Die Back,Die Back__g0211,20211129_162528,1110111111101110111001001111010011110000111100001111000011110000,0001100000001000000010000100110010000100000001100000011000000100
