filepath,label,clean_stem,ahash,dhash,group_id
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211011_171136 - Copy - Copy - Copy (Custom).jpg,Anthracnose,20211011_171136,1110011111100111111000111110001111100001111000001111000011110000,0000110000001110000011100000011000000110000001100000011000000110,Anthracnose__g0157
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_161021 (Custom).jpg,Healthy,20211231_161021,1001111110000111100000111100000011100000111100001111100011111111,0111100001011110001001110001001110000000010000111010000000000001,Healthy__g0357
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_164034 (Custom).jpg,Anthracnose,IMG_20211011_164034,1111111111111111111111110000011110000000110000001111100011111110,1111000011000000001100000011111100011111100000011100001000000000,Anthracnose__g0397
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211008_125112 (Custom).jpg,Anthracnose,20211008_125112,1111011111110111111100011110000011100000110000001100000010000100,0010110000001100000001110000111001001110000011110000110000111000,Anthracnose__g0033
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_134708 (Custom).jpg,Anthracnose,IMG_20211011_134708,0001111100111111000000110000000101100111011111110011111100111111,1111010011111100100111110010111110001111111111001111110011111110,Anthracnose__g0174
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_121430 (Custom).jpg,Powdery Mildew,20211109_121430,1110011111000000110000001100001111000011110000111100011111000111,0001100000001100000011010000111100000110000001100001011000001110,Powdery Mildew__g0022
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_122443 (Custom).jpg,Powdery Mildew,IMG_20211107_122443,1111111111100111111001111100001111000011110001111100011100101111,1101100111001100100011001000111010000110100011101100110111011111,Powdery Mildew__g0236
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211028_002052 (Custom).jpg,Die Back,IMG_20211028_002052,0000000000000000000000000000111100111111011111111111111111111111,1111100011110000111001111001110001110000111100001111000011110000,Die Back__g0441
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_123259 (Custom).jpg,Sooty Mould,IMG_20211108_123259,1111111111111111111111111000000000000000000000000000001100000111,0111110101101111101101110001011100111010001001011100011110011110,Sooty Mould__g0249
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_161654 (Custom).jpg,Die Back,20211129_161654,1111111011111100111111001100000011000000111110001111000011110000,0000000000000000010000000000011000011110000000000000000000000000,Die Back__g0114
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161916 (Custom) (Custom).jpg,Cutting Weevil,20211011_161916,1111100011111000001110000000000011110000111100001111110011111110,0000000000000000111000001001100110000011000000110000000100000000,Cutting Weevil__g0115
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_121554 (Custom).jpg,Sooty Mould,IMG_20211108_121554,0001111100001111000011110000011100000111101111111111111111111111,0111011101111011000110110001111100111110011100100000001000000001,Sooty Mould__g0049
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_135955 (Custom).jpg,Bacterial Canker,IMG_20211106_135955,1111111111111011111100011110001111100011111000111111001111110000,0000001000000010000000110000001100000110000001100000011000000011,Bacterial Canker__g0218
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_135445 (Custom).jpg,Bacterial Canker,IMG_20211106_135445,1000000011100000100001001100000011100001111111111111111111111111,0000000000000000001111000000011101001111000011000001100100010010,Bacterial Canker__g0169
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_124427 (Custom).jpg,Powdery Mildew,IMG_20211107_124427,1111111111111111111111111000000000000000000001111111111111111111,1111111111111111100010110001001100100111100111110101100010110110,Powdery Mildew__g0327
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_162804 (Custom).jpg,Die Back,20211129_162804,1111111111111110100011001000000011110000111110001111000011110000,0000000000000000001110000100011010000011000000010000000000000000,Die Back__g0237
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_165836 (Custom).jpg,Gall Midge,IMG_20211106_165836,0001111110001111110001111110001111110001111100011111110011111111,0111100000111100000111000000011000000111000000110000000000000000,Gall Midge__g0416
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_160905 (Custom).jpg,Die Back,20211129_160905,1111110011111100111111001111110010000000111000001111000011110000,0000000000000000100000001110000000111100000000110000000100000000,Die Back__g0056
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_121321 (Custom).jpg,Sooty Mould,IMG_20211108_121321,1001111110001111100011111000011110000111100000111000001110000011,0011111100111111000111110011111100001111001111110011111100111111,Sooty Mould__g0036
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_124624 (Custom).jpg,Healthy,20211231_124624,1111111111111111100001110000001100000000111111001111111111111111,0000000000000000000111000000111110000011000000010000000000000000,Healthy__g0083
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_162753 (Custom).jpg,Die Back,20211129_162753,1110111111001111111011101110010011100000111000001110000011100000,0001100000011000000110000000100000001100000001000000010000000000,Die Back__g0235
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211211_155353 (Custom).jpg,Sooty Mould,IMG_20211211_155353,1111111100011111000000000000000000000001111111111111111111111111,0111111111111111111110110111111100011111101111111111111011111111,Sooty Mould__g0365
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_135927 (Custom).jpg,Bacterial Canker,IMG_20211106_135927,0011111110111111100111111000111111000011110000111100001111000011,0100000001100000001100000011110000011110100101101001111010011110,Bacterial Canker__g0215
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162419 (Custom) (Custom).jpg,Cutting Weevil,20211011_162419,1111100011111000111100001111000011110000111100001110000011001100,0000000000000000010001000100001100000100001000100000101000011001,Cutting Weevil__g0178
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_162306 (Custom).jpg,Healthy,20211231_162306,1111111111111001111100001110000111000011100001111000111100011111,1110100111100011110000111100001110010110000111010011101101110111,Healthy__g0474
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_143334 (Custom).jpg,Sooty Mould,IMG_20211212_143334,1111101111110001111100011110000111100001110000111100011110001111,1110001111100111010001110100101101000111100011100001111000111111,Sooty Mould__g0428
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_161202 (Custom).jpg,Gall Midge,IMG_20211106_161202,1111111111111100111100001100000010000100111100001111000011110000,0000010000000001000000110000111100111100110000000000000000000000,Gall Midge__g0020
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_125015 (Custom).jpg,Healthy,20211231_125015,1111001111110011111100111110001111100111110011111100111110011111,1001001000100110001001100100110001001100000110000011100000110000,Healthy__g0109
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_161714 (Custom).jpg,Die Back,20211129_161714,1111111011111110110011001110000011110000111100001111100011111000,0000000000100000001100000000110000000111000000110000000100000000,Die Back__g0119
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_165837 (Custom).jpg,Gall Midge,IMG_20211106_165837,0001111110001111110001111110001111110001111100011111110011111110,0111110000111100000111100000011100000011000000110001000100000000,Gall Midge__g0417
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_121723 (Custom).jpg,Powdery Mildew,20211109_121723,1111111111111101100000000000000000000001111111101111111011111110,0000000000000001000000011100000100001111000100000000000000000000,Powdery Mildew__g0052
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_121301 (Custom).jpg,Powdery Mildew,20211109_121301,1111111111111111000000110000000100000001000000110001111111111110,0000000000000000001101110111001101100111110111101111100011000000,Powdery Mildew__g0007
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_134850 (Custom).jpg,Bacterial Canker,IMG_20211106_134850,1111111111111111111111110000000100000000000111111111111111111111,0000000000000100000001000000011111111111111111000000011000000010,Bacterial Canker__g0098
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_162807 (Custom).jpg,Die Back,20211129_162807,1111111111111110111110001100000010000000100110001111000011110000,0000000000000000010000010000011100011000011100000000000000000000,Die Back__g0238
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_164318 (Custom).jpg,Gall Midge,IMG_20211106_164318,1111111111111111111111111111111100000011000000011000000011000000,0000001000000100000001000001000000011110000001110000000100000000,Gall Midge__g0344
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_135234 (Custom).jpg,Bacterial Canker,IMG_20211106_135234,1111111100111111000001111000000111100000111100001111111011111111,1100000011100000001011000000011100000011000000010000000000010000,Bacterial Canker__g0141
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_162755 (Custom).jpg,Anthracnose,IMG_20211011_162755,1111111100001111100000111100000011110000111111101111111111111111,1100001001111000000111101000001101000000100000000000000000000000,Anthracnose__g0385
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_170324 (Custom).jpg,Gall Midge,IMG_20211106_170324,0111111100011111000001111100001111100011111100011111110011111111,1101000011111100001111100000111010000110000000110001100100000100,Gall Midge__g0490
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_131104 (Custom).jpg,Cutting Weevil,20211011_131104,1111111111110111111001111100111110000000101000001111000011110000,0100000000001100000011000001001001001101011011011000010001000100,Cutting Weevil__g0001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_162239 (Custom).jpg,Gall Midge,IMG_20211106_162239,1111001111100011111000111110001111100011111100111111011111111111,0000011000000110000001110000011100000111000001110010011100101101,Gall Midge__g0113
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_130213 (Custom).jpg,Powdery Mildew,IMG_20211107_130213,1111111111111111000000110000000000000000000000001110001111111111,1111111100011111000111110001110100111101011100110110011110011110,Powdery Mildew__g0480
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_164459 (Custom).jpg,Die Back,20211129_164459,1111111111111110111111001111100010000000110000001111000011110000,0000000000000000000000000010000000000011000000000000000000000000,Die Back__g0367
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_170220 (Custom).jpg,Gall Midge,IMG_20211106_170220,1111100011111000111110001111000011110000111000001110000011110000,0000000000010000000000000010000100000101010000010100100100000001,Gall Midge__g0464
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_153223 (Custom).jpg,Anthracnose,IMG_20211011_153223,1111010011100100111001101110111011000110110011001100110011001100,1000110011001100110011001001100010011000100110001001100010010000,Anthracnose__g0256
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_164218 (Custom).jpg,Gall Midge,IMG_20211106_164218,1111111110000011000000011000001111111111111111111111111111111111,1000010000000110000111110000111100111111000011110000111000001000,Gall Midge__g0334
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_121741 (Custom).jpg,Powdery Mildew,20211109_121741,1111111111100000000000000000000000000000110000001111111111111111,0000001000000010010001100000000000000000000111000000000000000000,Powdery Mildew__g0057
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_115706 (Custom).jpg,Powdery Mildew,IMG_20211107_115706,1111111111111111111111111111000111000011100000110000111100011111,0010000000000100000010110100001100001111000111110011001001100000,Powdery Mildew__g0194
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161126 (Custom) (Custom).jpg,Cutting Weevil,20211011_161126,1111100011111000111100001110000011100000111000001111000011110000,0000000000000000000001001000100011001000000010010010100000000100,Cutting Weevil__g0020
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_143731 (Custom).jpg,Powdery Mildew,IMG_20211107_143731,1111110111111001111100011111000111100001110000111100011111001111,1111100110110001000000010000001111001011100001111001111110011111,Powdery Mildew__g0493
